slice_id,capability,current_path,target_path,status,delete_in_pr,notes
RW-003,swift-daemon-status-evaluator-tests-delete,apps/swift/Tests/CapacitorTests/DaemonStatusEvaluatorTests.swift,,done,true,Delete unit tests for removed daemon status evaluator
RW-003,swift-terminal-launcher-core-resolver-default,apps/swift/Sources/Capacitor/Support/TerminalLauncher.swift,apps/swift/Sources/Capacitor/Support/TerminalLauncher.swift,done,false,Default terminal activation path resolves directly from Rust activation decision contracts instead of daemon routing snapshot client reads
RW-003,swift-terminal-launcher-core-resolver-tests,apps/swift/Tests/CapacitorTests/TerminalLauncherTests.swift,apps/swift/Tests/CapacitorTests/TerminalLauncherTests.swift,done,false,Guard default launcher dependency direction toward core resolver decisions
RW-003,swift-shell-state-store-routing-snapshot-removal,apps/swift/Sources/Capacitor/Application/Runtime/ShellStateStore.swift,apps/swift/Sources/Capacitor/Application/Runtime/ShellStateStore.swift,done,false,Remove daemon-shaped routing snapshot cache from shell store and keep it as shell-signal state only
RW-003,swift-shell-state-store-routing-snapshot-removal-tests,apps/swift/Tests/CapacitorTests/ShellStateStoreRoutingStatusTests.swift,apps/swift/Tests/CapacitorTests/ShellStateStoreRoutingStatusTests.swift,done,false,Rebaseline shell store tests around direct shell state application without routing snapshot coupling
RW-003,swift-debug-shell-card-core-routing,apps/swift/Sources/Capacitor/Views/Debug/DebugShellStateCard.swift,apps/swift/Sources/Capacitor/Views/Debug/DebugShellStateCard.swift,done,false,Use core-native routing diagnostics read model in debug UI to avoid daemon routing DTO coupling
RW-003,swift-runtime-status-model-rename-surface,apps/swift/Sources/Capacitor/Models/RuntimeStatus.swift,apps/swift/Sources/Capacitor/Models/RuntimeStatus.swift,done,false,Keep runtime health model naming aligned to direct core runtime status semantics
RW-003,swift-runtime-status-ui-card,apps/swift/Sources/Capacitor/Views/Components/RuntimeStatusCard.swift,apps/swift/Sources/Capacitor/Views/Components/RuntimeStatusCard.swift,done,false,Keep status card bound to RuntimeStatus while daemon lifecycle implementation is removed
RW-003,swift-runtime-status-ui-badge,apps/swift/Sources/Capacitor/Views/Debug/RuntimeStatus/RuntimeStatusBadge.swift,apps/swift/Sources/Capacitor/Views/Debug/RuntimeStatus/RuntimeStatusBadge.swift,done,false,Keep debug status badge bound to RuntimeStatus while daemon naming cleanup continues
RW-003,swift-debug-project-panel-runtime-health,apps/swift/Sources/Capacitor/Views/Debug/DebugProjectListPanel.swift,apps/swift/Sources/Capacitor/Views/Debug/DebugProjectListPanel.swift,done,false,Update debug project list panel to runtime terminology and core snapshot health wiring
RW-003,swift-debug-session-card-runtime-health,apps/swift/Sources/Capacitor/Views/Debug/DebugSessionStateCard.swift,apps/swift/Sources/Capacitor/Views/Debug/DebugSessionStateCard.swift,done,false,Update debug session card to runtime terminology and core snapshot health wiring
RW-003,swift-routing-rollout-runtime-types,apps/swift/Sources/Capacitor/Views/Debug/RuntimeStatus/RoutingRolloutBadge.swift,apps/swift/Sources/Capacitor/Views/Debug/RuntimeStatus/RoutingRolloutBadge.swift,done,false,Align routing rollout badge API with runtime-owned rollout model types
RW-003,swift-runtime-health-diagnostics-logger,apps/swift/Sources/Capacitor/Utilities/DiagnosticsSnapshotLogger.swift,apps/swift/Sources/Capacitor/Utilities/DiagnosticsSnapshotLogger.swift,done,false,Rebase diagnostics snapshot logs on runtime status naming instead of daemon lifecycle wording
RW-003,swift-quick-feedback-runtime-context,apps/swift/Sources/Capacitor/Utilities/QuickFeedback.swift,apps/swift/Sources/Capacitor/Utilities/QuickFeedback.swift,done,false,Carry runtime status in quick feedback context now that daemon lifecycle APIs are removed
RW-003,swift-runtime-date-parser-surface,apps/swift/Sources/Capacitor/Helpers/RuntimeDateParser.swift,apps/swift/Sources/Capacitor/Helpers/RuntimeDateParser.swift,done,false,Rename date parser API to runtime terminology for core snapshot timestamp parsing
RW-003,swift-runtime-date-parser-active-project,apps/swift/Sources/Capacitor/Models/ActiveProjectResolver.swift,apps/swift/Sources/Capacitor/Models/ActiveProjectResolver.swift,done,false,Align active project timestamp parsing call sites with runtime parser naming
RW-003,swift-runtime-date-parser-project-ordering,apps/swift/Sources/Capacitor/Utilities/ProjectOrdering.swift,apps/swift/Sources/Capacitor/Utilities/ProjectOrdering.swift,done,false,Align project ordering timestamp parsing call sites with runtime parser naming
RW-003,swift-runtime-env-hook-snippets,apps/swift/Sources/Capacitor/Models/ShellSetupInstructions.swift,apps/swift/Sources/Capacitor/Models/ShellSetupInstructions.swift,done,false,Rename shell hook install snippets to runtime enablement env key
RW-003,swift-quick-feedback-runtime-context-tests,apps/swift/Tests/CapacitorTests/QuickFeedbackSubmitterTests.swift,apps/swift/Tests/CapacitorTests/QuickFeedbackSubmitterTests.swift,done,false,Verify quick feedback payload encodes runtime status fields after daemon lifecycle deletion
RW-003,swift-demo-mode-runtime-status-tests,apps/swift/Tests/CapacitorTests/DemoModeAppStateTests.swift,apps/swift/Tests/CapacitorTests/DemoModeAppStateTests.swift,done,false,Lock demo mode behavior against runtime status naming and direct core health path
RW-003,swift-routing-rollout-runtime-types-tests,apps/swift/Tests/CapacitorTests/RoutingRolloutBadgeCopyTests.swift,apps/swift/Tests/CapacitorTests/RoutingRolloutBadgeCopyTests.swift,done,false,Lock routing rollout debug copy semantics while migrating to runtime rollout type names
RW-003,swift-runtime-date-parser-tests,apps/swift/Tests/CapacitorTests/RuntimeDateParserTests.swift,apps/swift/Tests/CapacitorTests/RuntimeDateParserTests.swift,done,false,Verify runtime parser continues to accept canonical timestamp variants after naming migration
RW-003,swift-runtime-env-hook-snippets-tests,apps/swift/Tests/CapacitorTests/ShellSetupInstructionsTests.swift,apps/swift/Tests/CapacitorTests/ShellSetupInstructionsTests.swift,done,false,Verify shell hook instructions emit runtime enablement env key
RW-003,swift-runtime-file-rename-client,apps/swift/Sources/Capacitor/Models/DaemonClient.swift,apps/swift/Sources/Capacitor/Support/RuntimeClient.swift,done,false,Rename daemon client file to runtime client file while preserving guardrail coverage of moved path
RW-003,swift-runtime-file-rename-status-model,apps/swift/Sources/Capacitor/Models/DaemonStatus.swift,apps/swift/Sources/Capacitor/Models/RuntimeStatus.swift,done,false,Rename daemon status model file to runtime status file while preserving guardrail coverage of moved path
RW-003,swift-runtime-file-rename-date-parser,apps/swift/Sources/Capacitor/Helpers/DaemonDateParser.swift,apps/swift/Sources/Capacitor/Helpers/RuntimeDateParser.swift,done,false,Rename daemon date parser file to runtime parser file while preserving guardrail coverage of moved path
RW-003,swift-runtime-file-rename-status-card,apps/swift/Sources/Capacitor/Views/Components/DaemonStatusCard.swift,apps/swift/Sources/Capacitor/Views/Components/RuntimeStatusCard.swift,done,false,Rename daemon status card file to runtime status card file while preserving guardrail coverage of moved path
RW-003,swift-runtime-file-rename-status-badge,apps/swift/Sources/Capacitor/Views/Debug/DaemonStatus/DaemonStatusBadge.swift,apps/swift/Sources/Capacitor/Views/Debug/RuntimeStatus/RuntimeStatusBadge.swift,done,false,Rename daemon status badge file to runtime status badge file while preserving guardrail coverage of moved path
RW-003,swift-runtime-file-rename-rollout-badge,apps/swift/Sources/Capacitor/Views/Debug/DaemonStatus/RoutingRolloutBadge.swift,apps/swift/Sources/Capacitor/Views/Debug/RuntimeStatus/RoutingRolloutBadge.swift,done,false,Rename daemon status rollout badge path to runtime status path while preserving guardrail coverage of moved path
RW-003,swift-runtime-file-rename-client-tests,apps/swift/Tests/CapacitorTests/DaemonClientTests.swift,apps/swift/Tests/CapacitorTests/RuntimeClientTests.swift,done,false,Rename daemon client test file to runtime client test file while preserving guardrail coverage of moved path
RW-003,swift-runtime-file-rename-startup-tests,apps/swift/Tests/CapacitorTests/AppStateDaemonStartupRegressionTests.swift,apps/swift/Tests/CapacitorTests/AppStateRuntimeStartupRegressionTests.swift,done,false,Rename daemon startup regression test file to runtime startup regression test file while preserving guardrail coverage of moved path
RW-003,swift-runtime-file-rename-date-parser-tests,apps/swift/Tests/CapacitorTests/DaemonDateParserTests.swift,apps/swift/Tests/CapacitorTests/RuntimeDateParserTests.swift,done,false,Rename daemon date parser tests file to runtime parser tests file while preserving guardrail coverage of moved path
RW-004,rw004-com-capacitor-daemon-plist,apps/swift/Resources/LaunchAgents/com.capacitor.daemon.plist,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-debuglog-swift,apps/swift/Sources/Capacitor/Utilities/DebugLog.swift,apps/swift/Sources/Capacitor/Utilities/DebugLog.swift,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-telemetry-swift,apps/swift/Sources/Capacitor/Utilities/Telemetry.swift,apps/swift/Sources/Capacitor/Utilities/Telemetry.swift,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-telemetryroutingpolicy-swift,apps/swift/Sources/Capacitor/Utilities/TelemetryRoutingPolicy.swift,apps/swift/Sources/Capacitor/Utilities/TelemetryRoutingPolicy.swift,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-cargo-toml,core/daemon-protocol/Cargo.toml,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-ipc-client-rs,core/daemon-protocol/src/ipc_client.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-lib-rs,core/daemon-protocol/src/lib.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-cargo-toml,core/daemon/Cargo.toml,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-hem-v2-example-toml,core/daemon/config/hem-v2.example.toml,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-activity-rs,core/daemon/src/activity.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-metrics-rs,core/daemon/src/are/metrics.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-mod-rs,core/daemon/src/are/mod.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-registry-rs,core/daemon/src/are/registry.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-resolver-rs,core/daemon/src/are/resolver.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-state-rs,core/daemon/src/are/state.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-tmux-poller-rs,core/daemon/src/are/tmux_poller.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-backoff-rs,core/daemon/src/backoff.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-boundaries-rs,core/daemon/src/boundaries.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-db-rs,core/daemon/src/db.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-hem-rs,core/daemon/src/hem.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-main-rs,core/daemon/src/main.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-process-rs,core/daemon/src/process.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-project-identity-rs,core/daemon/src/project_identity.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-project-state-policy-rs,core/daemon/src/project_state_policy.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-reducer-rs,core/daemon/src/reducer.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-replay-rs,core/daemon/src/replay.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-session-store-rs,core/daemon/src/session_store.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-state-rs,core/daemon/src/state.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-hem-shadow-bench-rs,core/daemon/tests/hem_shadow_bench.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-ipc-hardening-rs,core/daemon/tests/ipc_hardening.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-ipc-smoke-rs,core/daemon/tests/ipc_smoke.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-session-state-release-gate-rs,core/daemon/tests/session_state_release_gate.rs,,done,true,Legacy surface removed in daemon/IPC deletion
RW-004,rw004-cargo-toml,core/capacitor-core/Cargo.toml,core/capacitor-core/Cargo.toml,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-claude-rs,core/capacitor-core/src/agents/claude.rs,core/capacitor-core/src/agents/claude.rs,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-engine-rs,core/capacitor-core/src/engine.rs,core/capacitor-core/src/engine.rs,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-setup-rs,core/capacitor-core/src/setup.rs,core/capacitor-core/src/setup.rs,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-daemon-rs,core/capacitor-core/src/state/daemon.rs,core/capacitor-core/src/state/daemon.rs,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-mod-rs,core/capacitor-core/src/state/mod.rs,core/capacitor-core/src/state/mod.rs,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-agent-fixtures-rs,core/capacitor-core/tests/agent_fixtures.rs,core/capacitor-core/tests/agent_fixtures.rs,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-main-rs,core/hud-hook/src/main.rs,core/hud-hook/src/main.rs,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-hem-shadow-bench-sh,scripts/ci/hem-shadow-bench.sh,scripts/ci/hem-shadow-bench.sh,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-session-state-gate-sh,scripts/ci/session-state-gate.sh,scripts/ci/session-state-gate.sh,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-agent-observe-sh,scripts/dev/agent-observe.sh,scripts/dev/agent-observe.sh,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-reset-for-testing-sh,scripts/dev/reset-for-testing.sh,scripts/dev/reset-for-testing.sh,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-restart-app-sh,scripts/dev/restart-app.sh,scripts/dev/restart-app.sh,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-build-distribution-sh,scripts/release/build-distribution.sh,scripts/release/build-distribution.sh,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-verify-app-bundle-sh,scripts/release/verify-app-bundle.sh,scripts/release/verify-app-bundle.sh,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-transparent-ui-server-mjs,scripts/transparent-ui-server.mjs,scripts/transparent-ui-server.mjs,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-hud-hook-smoke-bats,tests/hud-hook/hud-hook-smoke.bats,tests/hud-hook/hud-hook-smoke.bats,done,false,Legacy surface cleanup and runtime-first cutover
RW-004,rw004-readme-runtime-doc,README.md,README.md,done,false,Top-level docs switched from daemon model to runtime-snapshot model
RW-004,rw004-contributing-runtime-structure,CONTRIBUTING.md,CONTRIBUTING.md,done,false,Contributing structure updated for capacitor-core runtime architecture
RW-004,rw004-claude-runtime-tracking-doc,CLAUDE.md,CLAUDE.md,done,false,Agent-facing architecture guide updated to runtime snapshot flow
RW-004,rw004-remove-daemon-ipc-doc,docs/daemon-ipc.md,,done,true,Removed stale daemon IPC contract doc after daemon deletion
RW-004,rw004-remove-daemon-adr,docs/architecture-decisions/005-daemon-based-state-service.md,,done,true,Removed obsolete daemon architecture decision doc
RW-004,rw004-add-runtime-architecture-doc,,docs/ARCHITECTURE.md,done,false,Added concise canonical runtime architecture document
RW-006,demo-runtime-removal-appstate,apps/swift/Sources/Capacitor/Composition/AppState.swift,apps/swift/Sources/Capacitor/Composition/AppState.swift,done,false,Remove demo-mode control flow and side-effect bypass from app runtime
RW-006,demo-runtime-removal-app-delegate,apps/swift/Sources/Capacitor/App.swift,apps/swift/Sources/Capacitor/App.swift,done,false,Always validate hook setup at launch without demo-mode bypass
RW-006,feedback-header-always-on,apps/swift/Sources/Capacitor/Views/Header/HeaderView.swift,apps/swift/Sources/Capacitor/Views/Header/HeaderView.swift,done,false,Remove demo-gated feedback button rendering
RW-006,ax-identifiers-helper-new,,apps/swift/Sources/Capacitor/Utils/AccessibilityIdentifiers.swift,done,false,Introduce neutral accessibility identifier helper for smoke selectors
RW-006,ax-identifiers-helper-legacy-delete,apps/swift/Sources/Capacitor/Utils/DemoAccessibility.swift,,done,true,Delete demo-named accessibility helper
RW-006,project-card-ax-selector-update,apps/swift/Sources/Capacitor/Views/Projects/ProjectCardView.swift,apps/swift/Sources/Capacitor/Views/Projects/ProjectCardView.swift,done,false,Switch card and details selectors to neutral accessibility helper
RW-006,dock-card-ax-selector-update,apps/swift/Sources/Capacitor/Views/Projects/DockProjectCard.swift,apps/swift/Sources/Capacitor/Views/Projects/DockProjectCard.swift,done,false,Switch dock selectors to neutral accessibility helper
RW-006,project-detail-ax-selector-update,apps/swift/Sources/Capacitor/Views/Projects/ProjectDetailView.swift,apps/swift/Sources/Capacitor/Views/Projects/ProjectDetailView.swift,done,false,Switch detail navigation selectors to neutral accessibility helper
RW-006,demo-config-delete,apps/swift/Sources/Capacitor/Utils/DemoConfig.swift,,done,true,Delete demo environment configuration model
RW-006,demo-fixtures-delete,apps/swift/Sources/Capacitor/Demo/*,,done,true,Delete in-app demo fixture runtime surface
RW-006,demo-tests-delete,apps/swift/Tests/CapacitorTests/Demo*.swift,,done,true,Delete demo-mode/config/fixture regression tests
RW-006,ax-test-rename,apps/swift/Tests/CapacitorTests/DemoAccessibilityMarkersRegressionTests.swift,apps/swift/Tests/CapacitorTests/AccessibilityIdentifiersRegressionTests.swift,done,false,Rename and repoint accessibility selector regression tests away from demo naming
RW-006,ax-runner-relocation,scripts/demo/ax_runner.swift,scripts/ax/ax_runner.swift,done,false,Move AX runner to neutral scripts/ax namespace
RW-006,demo-automation-delete,scripts/demo/**,,done,true,Delete promo video automation scripts and fixture scenarios
RW-006,manual-demo-doc-delete,docs/manual-qa/automated-demo-vertical-slice.md,,done,true,Remove obsolete demo automation manual guide
RW-006,restart-app-demo-cleanup,scripts/dev/restart-app.sh,scripts/dev/restart-app.sh,done,false,Remove demo env preserve/unset logic
RW-006,non-demo-ax-script-update,scripts/ci/non-demo-ax-smoke.sh,scripts/ci/non-demo-ax-smoke.sh,done,false,Retarget smoke selectors to ax.* namespace and neutral runner path
RW-006,release-checklist-ax-prefix,docs/PRE_RELEASE_CHECKLIST.md,docs/PRE_RELEASE_CHECKLIST.md,done,false,Update checklist selector contract to ax.* prefix
RW-006,restart-app-demo-env-test-delete,tests/dev-scripts/restart-app-demo-env.bats,,done,true,Delete obsolete restart-app demo-env behavior tests
RW-006,architecture-map-update,architecture/MAP.csv,architecture/MAP.csv,done,false,Register demo-excision file mapping coverage for guard checks
RW-006,architecture-slices-update,architecture/SLICES.yaml,architecture/SLICES.yaml,done,false,Record demo-excision slice and deletion targets
RW-006,uniffi-generated-bridge-file,apps/swift/Sources/Capacitor/Bridge/capacitor_core.swift,apps/swift/Sources/Capacitor/Bridge/capacitor_core.swift,done,false,Generated UniFFI bridge file touched during runtime rebuild
RW-006,uniffi-generated-bindings-file,apps/swift/bindings/capacitor_core.swift,apps/swift/bindings/capacitor_core.swift,done,false,Generated UniFFI bindings source touched during runtime rebuild
RW-007,architecture-slices-rw007,architecture/SLICES.yaml,architecture/SLICES.yaml,done,false,Add RW-007..RW-011 governance coverage
RW-007,architecture-map-rw007,architecture/MAP.csv,architecture/MAP.csv,done,false,Add hud-core elimination path mappings
RW-007,architecture-guard-script-rw007,scripts/architecture/check_architecture_guards.sh,scripts/architecture/check_architecture_guards.sh,done,false,Extend denylist enforcement for hud-core elimination
RW-007,ci-guard-wiring-rw007,.github/workflows/ci.yml,.github/workflows/ci.yml,done,false,Ensure architecture guard remains mandatory in CI
RW-007,agent-audit-docs-rw007,.claude/**,.claude/**,done,false,Carry forward architecture audit notes touched during hud-core elimination
