slice_id,kind,capability,current_path,target_path,status,delete_in_pr,verification,notes
slice-001,docs,superseded_march15_draft,(deleted),(delete),done,yes,bash docs/plans/orchestrator-next-slices/guard.sh,Removed the empty stale March 15 spec surface so the revised spec is the only tracked active target.
slice-001,docs,delegation_slice_context,docs/plans/orchestrator-next-slices/STARTING_POINT.md,docs/plans/orchestrator-next-slices/STARTING_POINT.md,done,no,bash docs/plans/orchestrator-next-slices/guard.sh,Updated the archaeology doc to point at the tracked revised spec and current branch reality.
slice-001,docs,legacy_feature_warning,AGENT_CHANGELOG.md,AGENT_CHANGELOG.md,done,no,bash docs/plans/orchestrator-next-slices/guard.sh,The Workstreams excision warning remains explicit and current.
slice-001,docs,delegation_charter_cleanup,docs/plans/delegation-loop-validation/CHARTER.md,docs/plans/delegation-loop-validation/CHARTER.md,done,no,bash docs/plans/orchestrator-next-slices/guard.sh,Removed the misleading WorkstreamsManager dependency reference from the delegation-loop validation charter.
slice-002,rust_core,orchestration_domain_types,core/capacitor-core/src/domain/types.rs,core/capacitor-core/src/domain/types.rs,in-progress,no,cargo test -p capacitor-core --test delegation_contract,Added `ProjectOrchestratorState`, `OrchestratorMutationKind`, `MutateOrchestratorCommand`, `ActiveWorkerRunState`, the first typed `OrchestrationEvent` vocabulary, and additive `ProjectOrchestrationView` / `ProjectOrchestrationMode` snapshot types.
slice-002,rust_core,orchestration_reducer,core/capacitor-core/src/reduce/mod.rs,core/capacitor-core/src/reduce/mod.rs,in-progress,no,cargo test -p capacitor-core,Reducer now mints and clears explicit active worker run identities from existing delegation mutations, owns a tiny orchestrator mutation seam (`register`, `mark_stale`, `clear`), appends typed orchestration journal events from those same authoritative transitions, and derives runtime-owned project orchestration modes for card/readiness surfaces.
slice-002,rust_core,orchestration_runtime_surface,core/capacitor-core/src/lib.rs,core/capacitor-core/src/lib.rs,in-progress,no,cargo test -p capacitor-core,Core runtime snapshot persistence now carries the additive orchestration shell plus the first persisted orchestration journal history surface and exposes `mutate_orchestrator`.
slice-002,hook_or_transport,orchestrator_mutation_route,core/hud-hook/src/serve.rs,core/hud-hook/src/serve.rs,in-progress,no,cargo test -p hud-hook runtime_orchestrator_mutation_endpoint_updates_shared_runtime_snapshot,The runtime service now exposes `POST /runtime/orchestrator/mutate` as the minimal authenticated orchestrator registration transport.
slice-002,tests,orchestrator_mutation_route_integration,core/hud-hook/tests/serve_integration.rs,core/hud-hook/tests/serve_integration.rs,in-progress,no,cargo test -p hud-hook runtime_orchestrator_mutation_endpoint_updates_shared_runtime_snapshot,Added server integration coverage proving orchestrator mutations flow through the runtime service and update the shared snapshot.
slice-002,rust_core,restart_recovery,core/capacitor-core/src/runtime_state/snapshot.rs,core/capacitor-core/src/runtime_state/snapshot.rs,planned-migrate,no,cargo test -p capacitor-core,Ensure restart recovery persists the new orchestration shell.
slice-002,tests,orchestration_contracts,core/capacitor-core/tests/delegation_contract.rs,core/capacitor-core/tests/delegation_contract.rs,in-progress,no,cargo test -p capacitor-core --test delegation_contract,Expanded the existing delegation-loop contract to cover explicit active worker run identity, restart recovery, and typed orchestration journal history.
slice-002,swift_bridge,ffi_and_snapshot_bridge,apps/swift/Sources/Capacitor/Bridge/capacitor_core.swift,apps/swift/Sources/Capacitor/Bridge/capacitor_core.swift,in-progress,no,swift test --package-path apps/swift --filter RuntimeClientTests,Regenerated the UniFFI Swift bridge after adding the new exported orchestration event snapshot field and keeping the minimal `mutateOrchestrator` runtime method in sync.
slice-002,swift_bridge,ffi_header,apps/swift/Sources/CapacitorCoreFFI/capacitor_coreFFI.h,apps/swift/Sources/CapacitorCoreFFI/capacitor_coreFFI.h,in-progress,no,swift test --package-path apps/swift --filter RuntimeClientTests,Regenerated the UniFFI Swift FFI header to stay in sync with the exported runtime snapshot shape, including typed orchestration events.
slice-002,swift_runtime,orchestration_snapshot_client,apps/swift/Sources/Capacitor/Models/RuntimeClient.swift,apps/swift/Sources/Capacitor/Models/RuntimeClient.swift,in-progress,no,swift test --package-path apps/swift --filter RuntimeClientTests,RuntimeClient now decodes orchestrators, active worker runs, orchestration events, and runtime-derived project orchestration views from the snapshot while staying additive for existing call sites.
slice-002,swift_runtime,orchestrator_mutation_client,apps/swift/Sources/Capacitor/Models/RuntimeClient.swift,apps/swift/Sources/Capacitor/Models/RuntimeClient.swift,in-progress,no,swift test --package-path apps/swift --filter RuntimeClientTests,RuntimeClient now exposes the minimal runtime-service orchestrator mutation transport for explicit registration/stale/clear requests.
slice-002,swift_app,orchestration_view_store,apps/swift/Sources/Capacitor/Models/AppState.swift,apps/swift/Sources/Capacitor/Models/AppState.swift,in-progress,no,swift test --package-path apps/swift --filter 'AppStateSessionObservationTests|ProjectPrimaryActionResolverTests',AppState now caches runtime-derived project orchestration views keyed by normalized project path and clears them with the rest of the runtime snapshot state.
slice-002,swift_ui,project_orchestration_mode_consumers,apps/swift/Sources/Capacitor/Utilities/ProjectPrimaryActionResolver.swift,apps/swift/Sources/Capacitor/Utilities/ProjectPrimaryActionResolver.swift,in-progress,no,swift test --package-path apps/swift --filter 'ProjectPrimaryActionResolverTests|IdeaQueueStatusResolverTests',Primary action and idea-queue review readiness now key off runtime-derived orchestration modes instead of inferring review lifecycle from raw delegation status.
slice-002,swift_ui,project_card_orchestration_modes,apps/swift/Sources/Capacitor/Views/Projects/ProjectCardView.swift,apps/swift/Sources/Capacitor/Views/Projects/ProjectCardView.swift,in-progress,no,swift test --package-path apps/swift --filter 'ProjectPrimaryActionResolverTests|RuntimeClientTests',Project cards and dock cards now consume runtime-derived orchestration modes for review/stale chrome while keeping review payload rendering additive.
slice-002,tests,swift_runtime_read_model_regressions,apps/swift/Tests/CapacitorTests/RuntimeClientTests.swift,apps/swift/Tests/CapacitorTests/RuntimeClientTests.swift,in-progress,no,swift test --package-path apps/swift --filter RuntimeClientTests,Added regression coverage proving the Swift read model maps orchestrators, active worker runs, orchestration events, and project orchestration views from the runtime snapshot JSON contract.
slice-002,tests,swift_orchestration_mode_resolvers,apps/swift/Tests/CapacitorTests/ProjectPrimaryActionResolverTests.swift,apps/swift/Tests/CapacitorTests/ProjectPrimaryActionResolverTests.swift,in-progress,no,swift test --package-path apps/swift --filter 'ProjectPrimaryActionResolverTests|IdeaQueueStatusResolverTests',Added focused resolver coverage proving project-card and idea-queue behavior flows through the runtime-derived orchestration mode read model.
slice-003,rust_core,orchestrator_registration_state,core/capacitor-core/src/reduce/mod.rs,core/capacitor-core/src/reduce/mod.rs,done,no,cargo test -p capacitor-core,Runtime-owned orchestrator registration and liveness transitions are now established under the reducer shell that Swift consumes.
slice-003,hook_or_transport,registration_surface,core/hud-hook/src/serve.rs,core/hud-hook/src/serve.rs,done,no,cargo test -p hud-hook runtime_orchestrator_mutation_endpoint_updates_shared_runtime_snapshot,The minimal authenticated registration surface for one project / one orchestrator is now live and proven.
slice-003,tests,registration_surface_integration,core/hud-hook/tests/serve_integration.rs,core/hud-hook/tests/serve_integration.rs,done,no,cargo test -p hud-hook runtime_orchestrator_mutation_endpoint_updates_shared_runtime_snapshot,Server integration proves orchestrator mutations flow through the runtime service and update the shared snapshot.
slice-003,swift_runtime,registration_client,apps/swift/Sources/Capacitor/Models/RuntimeClient.swift,apps/swift/Sources/Capacitor/Models/RuntimeClient.swift,done,no,swift test --package-path apps/swift --filter RuntimeClientTests,Swift now sends explicit runtime-service orchestrator mutations, consumes reconnect-ready runtime snapshot state, and surfaces runtime snapshot `generated_at` for freshness-sensitive orchestration callers.
slice-003,swift_app,orchestrator_routing,apps/swift/Sources/Capacitor/Models/AppState.swift,apps/swift/Sources/Capacitor/Models/AppState.swift,done,no,swift test --package-path apps/swift --filter 'AppStateTerminalActivationTests|AppStateSessionObservationTests|ProjectPrimaryActionResolverTests|TerminalLauncherTests',Project routing now prefers reconnect over duplicate launch when explicit runtime orchestrator identity exists, registers from the runtime representative exact root-project session, marks stale only when fresh exact-session evidence disappears, quarantines unusable saved Orchestrator conversations until runtime `clear` succeeds or disappears, retries failed clears with surfaced UI feedback, and hands off to a new runtime representative session after hysteresis.
slice-003,swift_ui,reconnect_policy_resolver,apps/swift/Sources/Capacitor/Utilities/ProjectPrimaryActionResolver.swift,apps/swift/Sources/Capacitor/Utilities/ProjectPrimaryActionResolver.swift,done,no,swift test --package-path apps/swift --filter ProjectPrimaryActionResolverTests,Primary action resolution now distinguishes review, reconnect, and plain terminal launch using explicit runtime orchestrator state.
slice-003,swift_ui,resume_terminal_side_effect,apps/swift/Sources/Capacitor/Models/TerminalLauncher.swift,apps/swift/Sources/Capacitor/Models/TerminalLauncher.swift,done,no,swift test --package-path apps/swift --filter 'TerminalLauncherTests|AppStateTerminalActivationTests',TerminalLauncher now owns the local `claude --resume` reconnect side effect for explicit orchestrator sessions and preflights missing saved Claude conversations before surfacing a recoverable failure.
slice-003,tests,swift_registration_activation_regressions,apps/swift/Tests/CapacitorTests/AppStateTerminalActivationTests.swift,apps/swift/Tests/CapacitorTests/AppStateTerminalActivationTests.swift,done,no,swift test --package-path apps/swift --filter 'AppStateTerminalActivationTests|TerminalLauncherTests',Regression coverage now proves exact-path registration, runtime-representative registration for retained multi-session project history, runtime-representative handoff after hysteresis, stale marking after consecutive exact-session misses or retained-history-only exact-session evidence, missing-conversation fallback plus re-registration, no dead-session re-registration from retained exact rows, clear retry after runtime failure, worktree-session rejection for both flows, and duplicate suppression for repeated registration/replacement/stale mutations.
slice-004,rust_core,review_projection,core/capacitor-core/src/reduce/mod.rs,core/capacitor-core/src/reduce/mod.rs,in-progress,no,cargo test -p capacitor-core --test delegation_contract,Project orchestration views now carry the pending review payload when mode=`review_needed`, `active_idea_id` when mode=`active`, and prefer active delegation truth over stale Orchestrator metadata so downstream consumers can depend on one runtime-owned lifecycle projection instead of raw delegation review/state reads.
slice-004,rust_core,projection_shape,core/capacitor-core/src/domain/types.rs,core/capacitor-core/src/domain/types.rs,in-progress,no,cargo test -p capacitor-core --test delegation_contract,Added `active_idea_id` to `ProjectOrchestrationView` so the active delegated idea can be projected without duplicating the full delegation record.
slice-004,tests,projection_contract,core/capacitor-core/tests/delegation_contract.rs,core/capacitor-core/tests/delegation_contract.rs,in-progress,no,cargo test -p capacitor-core --test delegation_contract,Runtime contract now proves active-mode project orchestration views carry delegated idea identity, stale Orchestrator metadata cannot mask active delegation projection, and review-needed views keep review payload and context.
slice-004,swift_runtime,project_orchestration_review_projection,apps/swift/Sources/Capacitor/Models/RuntimeClient.swift,apps/swift/Sources/Capacitor/Models/RuntimeClient.swift,in-progress,no,swift test --package-path apps/swift --filter 'RuntimeClientTests|ProjectPrimaryActionResolverTests|IdeaQueueStatusResolverTests',RuntimeClient now decodes `current_review`, `review_context`, and `active_idea_id` on project orchestration views so Swift routing, queue state, and review chrome can follow the runtime-owned projection directly.
slice-004,swift_runtime,delegation_side_effect_owner,apps/swift/Sources/Capacitor/Models/DelegationLoopManager.swift,apps/swift/Sources/Capacitor/Models/DelegationLoopManager.swift,in-progress,no,swift test --package-path apps/swift --filter DelegationLoopManagerTests,Keep the side-effect seam but re-home the control path; review decision resume now consumes runtime-owned review action context instead of a raw delegation convenience path.
slice-004,swift_app,idea_to_worker_flow,apps/swift/Sources/Capacitor/Models/AppState.swift,apps/swift/Sources/Capacitor/Models/AppState.swift,in-progress,no,swift test --package-path apps/swift --filter 'DelegationLoopManagerTests|ProjectPrimaryActionResolverTests|RuntimeClientTests',Idea capture and review actions now route through the new control plane instead of raw delegation payload gates, and the temporary project-detail raw delegation accessor is gone.
slice-004,swift_ui,review_projection_consumers,apps/swift/Sources/Capacitor/Utilities/ProjectPrimaryActionResolver.swift,apps/swift/Sources/Capacitor/Utilities/ProjectPrimaryActionResolver.swift,in-progress,no,swift test --package-path apps/swift --filter 'ProjectPrimaryActionResolverTests|IdeaQueueStatusResolverTests|RuntimeClientTests',Project routing and nearby project-card chrome now trust the runtime-owned review projection instead of raw delegation review payload presence, and reconnect behavior stays stable when `mode = active` overlaps a stale Orchestrator record.
slice-004,swift_ui,queue_projection_consumer,apps/swift/Sources/Capacitor/Utilities/IdeaQueueStatusResolver.swift,apps/swift/Sources/Capacitor/Utilities/IdeaQueueStatusResolver.swift,in-progress,no,swift test --package-path apps/swift --filter IdeaQueueStatusResolverTests,Idea-queue working and review-ready badges now resolve from the runtime-owned orchestration view (`activeIdeaId`, `reviewContext`) instead of raw delegation state.
slice-004,swift_ui,project_detail_queue_consumer,apps/swift/Sources/Capacitor/Views/Projects/ProjectDetailView.swift,apps/swift/Sources/Capacitor/Views/Projects/ProjectDetailView.swift,in-progress,no,swift test --package-path apps/swift --filter IdeaQueueStatusResolverTests,Project detail no longer reads `AppState.delegationState(for:)` just to render idea-queue activity.
slice-004,swift_ui,review_surface,apps/swift/Sources/Capacitor/Views/Projects/DelegationReviewView.swift,apps/swift/Sources/Capacitor/Views/Projects/DelegationReviewView.swift,in-progress,no,swift test --package-path apps/swift --filter 'DelegationLoopManagerTests|ProjectPrimaryActionResolverTests|RuntimeClientTests',The native review surface now reads and submits through the runtime-owned review projection instead of waiting on raw delegation payload presence.
slice-004,swift_bridge,orchestration_projection_bridge,apps/swift/Sources/Capacitor/Bridge/capacitor_core.swift,apps/swift/Sources/Capacitor/Bridge/capacitor_core.swift,in-progress,no,swift test --package-path apps/swift --filter RuntimeClientTests,Regenerated the UniFFI Swift bridge so project orchestration views expose the additive `activeIdeaId` projection field.
slice-004,swift_bridge,orchestration_projection_header,apps/swift/Sources/CapacitorCoreFFI/capacitor_coreFFI.h,apps/swift/Sources/CapacitorCoreFFI/capacitor_coreFFI.h,in-progress,no,swift test --package-path apps/swift --filter RuntimeClientTests,Regenerated the UniFFI Swift FFI header to stay in sync with the additive project orchestration view field set.
slice-004,tests,queue_projection_resolver_regressions,apps/swift/Tests/CapacitorTests/IdeaQueueStatusResolverTests.swift,apps/swift/Tests/CapacitorTests/IdeaQueueStatusResolverTests.swift,in-progress,no,swift test --package-path apps/swift --filter IdeaQueueStatusResolverTests,Focused queue-state regressions now prove review-ready and delegation-working badges come from the runtime-owned orchestration view.
slice-004,tests,swift_projection_snapshot_regressions,apps/swift/Tests/CapacitorTests/RuntimeClientTests.swift,apps/swift/Tests/CapacitorTests/RuntimeClientTests.swift,in-progress,no,swift test --package-path apps/swift --filter RuntimeClientTests,Swift snapshot mapping now proves `active_idea_id` is decoded alongside review payload and review context.
slice-004,tests,delegation_side_effect_reconcile_regressions,apps/swift/Tests/CapacitorTests/DelegationLoopManagerTests.swift,apps/swift/Tests/CapacitorTests/DelegationLoopManagerTests.swift,in-progress,no,swift test --package-path apps/swift --filter DelegationLoopManagerTests,Focused seam tests now prove the remaining file-driven Swift reconciliation path emits `review_ready` when review artifacts appear and `complete` when the worker writes the completion marker.
slice-004,verification,fixture_backed_manual_smoke,artifacts/manual-testing/orchestrator-runtime-smoke-2026-03-17.md,artifacts/manual-testing/orchestrator-runtime-smoke-2026-03-17.md,done,no,cargo test -p capacitor-core && swift test --package-path apps/swift --filter 'RuntimeClientTests|AppStateSessionObservationTests|AppStateTerminalActivationTests|ProjectPrimaryActionResolverTests|TerminalLauncherTests|DelegationLoopManagerTests|IdeaQueueStatusResolverTests' && swift build --package-path apps/swift,Fixture-backed and live smoke notes covering registration reconnect handoff stale-marking and projection convergence.
slice-004,review_artifact,external_review_package,artifacts/review/orchestrator-runtime-core-2026-03-17/README.md,artifacts/review/orchestrator-runtime-core-2026-03-17/README.md,done,no,bash /Users/petepetrash/Code/claude-code-setup/skills/review-package/scripts/create-review-zip.sh . artifacts/review/orchestrator-runtime-core-2026-03-17/README.md artifacts/review/orchestrator-runtime-core-2026-03-17/filelist.txt review-package-orchestrator-runtime-core-20260317,Persistent review bundle inputs for external code and architecture review of the merge-prep slice-004 state.
slice-004,review_artifact,external_review_archive,artifacts/review/orchestrator-runtime-core-2026-03-17/orchestrator-runtime-core-2026-03-17.zip,artifacts/review/orchestrator-runtime-core-2026-03-17/orchestrator-runtime-core-2026-03-17.zip,done,no,unzip -l artifacts/review/orchestrator-runtime-core-2026-03-17/orchestrator-runtime-core-2026-03-17.zip,Generated the ready-to-send external review archive from the persistent package inputs and verified the included source, test, and planning surfaces.
slice-005,artifact_contract,revision_flow,apps/swift/Sources/Capacitor/Models/DelegationLoopManager.swift,apps/swift/Sources/Capacitor/Models/DelegationLoopManager.swift,planned-migrate,no,swift test --package-path apps/swift --filter DelegationLoopManagerTests,Support request-changes iteration with revision artifacts and re-review.
slice-005,swift_ui,review_iteration_surface,apps/swift/Sources/Capacitor/Views/Projects/DelegationReviewView.swift,apps/swift/Sources/Capacitor/Views/Projects/DelegationReviewView.swift,planned-migrate,no,swift test --package-path apps/swift --filter DelegationLoopManagerTests,The review surface should expose revision context cleanly.
slice-006,rust_core,multi_worker_runtime_model,core/capacitor-core/src/reduce/mod.rs,core/capacitor-core/src/reduce/mod.rs,planned-migrate,no,cargo test -p capacitor-core,Replace the one-active-delegation assumption with explicit small-pool concurrency.
slice-006,swift_projection,project_card_activity_summaries,apps/swift/Sources/Capacitor/Views/Projects/ProjectCardView.swift,apps/swift/Sources/Capacitor/Views/Projects/ProjectCardView.swift,planned-migrate,no,swift test --package-path apps/swift,Keep project-card summaries calm and useful under concurrency.
